f1,precision,recall,TP,TN,FP,FN,ROC/AUC,threshold,Hit@100%,Hit@150%
0.9955106059090101,0.9910713400829161,0.999999909909918,111,5788,1,0,0.9999136292969425,0.009408676042600433,1.0,1.0
